Ite	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84	f85	f86	f87	f88	f89	f90	f91	f92	f93	f94	f95	f96	f97	f98	f99	
0	637	526	456	357	648	611	599	553	583	469	461	530	604	715	577	468	479	667	579	361	623	353	648	323	524	456	598	471	582	442	337	687	459	451	650	614	364	553	531	489	477	269	524	601	244	480	589	371	597	282	508	325	543	575	577	569	618	543	456	524	488	530	508	491	433	461	397	536	438	564	326	608	457	348	588	550	653	482	313	639	653	516	604	441	523	549	721	644	471	471	361	407	413	328	372	607	491	333	517	462	
1	278	163	173	26	398	179	162	72	635	80	78	111	193	395	240	154	65	340	277	101	191	22	649	1	75	84	278	112	602	75	17	366	129	138	454	108	19	196	58	185	84	9	94	231	10	180	344	15	182	14	70	28	289	199	193	271	381	230	117	92	220	107	150	123	73	25	34	67	167	183	13	231	76	45	78	104	388	183	49	398	390	138	329	120	142	26	525	581	141	20	8	73	155	2	60	331	111	15	175	236	
2	0	2	1	0	38	0	2	1	298	0	1	0	4	17	48	9	0	31	22	1	21	0	268	0	0	1	19	0	121	0	0	41	0	0	35	1	0	8	0	1	0	0	1	7	0	4	42	0	0	0	0	1	26	12	6	10	88	3	1	0	8	0	2	0	0	0	0	0	3	3	0	11	0	0	0	0	99	1	0	39	125	3	79	1	5	0	167	282	3	0	0	0	16	0	1	13	0	1	2	19	
3	0	0	0	0	0	0	1	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	7	34	1	0	0	0	0	0	1	0	0	1	0	1	
4	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	
5	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	
6	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	
7	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	
8	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	
9	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	
